Game,Total_Sales,Copies,Publisher,Year,Console,JP_Sales,NA_Sales,Other_Sales,EU_Sales,User_Score,Critic_Score
Rascal Racers,,,Midas Interactive Entertainment,2011,PSN,,,,,,
Raskulls,,,Halfbrick Studios,2010,XBL,,,,,,7.4
Rastan,,,Sega,1988,MS,,,,,,
Rastan Saga,,,Taito,1991,GG,,,,,,
Rastan Saga II,,,Taito,1990,PCE,,,,,,
Rastan Saga II,,,Taito,2009,VC,,,,,,
Railroad Tycoon II Platinum Edition,,,Gathering of Developers,2001,PC,,,,,,
Railroad Tycoon II: Conquer 3 Continents,,,Gathering of Developers,1999,PC,,,,,,
Railroad X,,,Koch Media,2014,PC,,,,,,
Rails,,,BeLight Software,2013,And,,,,,,
RailWorks,,,RailSimulator.com,2009,PC,,,,,,7
RailWorks Challenger,,,RailSimulator.com,2009,PC,,,,,,
RailYard,,,Unknown,,GIZ,,,,,,
Rain World,,,Unknown,2015,Linux,,,,,,
Rain World,,,Unknown,2015,OSX,,,,,,
Rain World,,,Unknown,2015,PC,,,,,,
Rainbow Cotton,,,Success,2000,DC,,,,,,5.4
Rainbow Islands,,,Taito,1991,NES,,,,,,
Rainbow Islands,,,TDK Core,2001,GB,,,,,,
Rainbow Islands: Putty's Party,,,Bandai,2000,WS,,,,,,
Rainbow Islands: Story of the Bubble Bobble 2,,,Sega,1993,MS,,,,,,
Rainbow Islands: Towering Adventure!,,,Square Enix,2009,WW,,,,,,
Rainbow Islands: Towering Adventure!,,,Taito,2009,XBL,,,,,,
Rainbow Moon,,,EastAsiaSoft,2012,PSN,,,,,,
Rainbow Moon,,,EastAsiaSoft,2013,PSV,,,,,,
Rainbow Moon,,,EastAsiaSoft,2016,PS4,,,,,,
Raku Jongg for WonderSwan Color,,,Bandai,2001,WS,,,,,,
Raku Raku Kinen Appli Wii,,,SilverStar,2009,WW,,,,,,
Rakuga Kids,,,Konami,1998,N64,,,,,,
Rakugaki Showtime,,,Enix,1999,PS,,,,,,
Rakushou! Pachi-Slot Sengen,,,Tecmo,2003,PS2,,,,,,
Rakushou! Pachi-Slot Sengen 2,,,Tecmo,2004,PS2,,,,,,
Rakushou! Pachi-Slot Sengen 3,,,Tecmo,2005,PS2,,,,,,
Rally Championship,,,Codemasters,2002,PS2,,,,,,
Rally Championship,,,Virgin Interactive,1997,PC,,,,,,
Rally Championship Xtreme,,,Unknown,2001,PC,,,,,,
Rally Cross,,,Sony Computer Entertainment,2007,PSN,,,,,,
Ram It,,,Unknown,1982,2600,,,,,,
Ram Racing,,,Storm City Games,2011,Wii,,,,,,
Ram Racing,,,Storm City Games,2011,DS,,,,,,
Rama,,,Sierra Entertainment,1996,PC,,,,,,
Rambo,,,Acclaim Entertainment,1988,NES,,,,,,
Rambo III,,,Sega,1988,MS,,,,,,
Rambo III,,,Sega,1989,GEN,,,,,,
Rambo III,,,Taito,1989,PC,,,,,,
Rambo: First Blood Part II,,,Sega,1986,MS,,,,,,
Rambo: First Blood Part II,,,Sega,2009,VC,,,,,,
Ramen Heaven,,,Sony Computer Entertainment,2010,PSN,,,,,,
Rami-chan no Oedo Sugoroku: Keio Yuugekitai Gaiden,,,Victor Interactive,1998,PS,,,,,,
Rampage,,,Data East,1988,NES,,,,,,
Rampage,,,Activision,1989,7800,,,,,,
Rampage,,,Atari,1992,Lynx,,,,,,
Rampage,,,Activision,1988,MS,,,,,,
Rampage 2: Universal Tour,,,Midway Games,1999,GB,,,,,,
Rampage World Tour,,,Midway Games,1997,SAT,,,,,,
Rampage World Tour,,,Midway Games,1998,GB,,,,,,
Ratatouille,,,THQ,2007,XB,,,,,,6
Ratchet & Clank: Going Commando,,,Sony Computer Entertainment,2012,PS3,,,,,,
Ratchet & Clank: Going Mobile,,,Sony Pictures Digital Network,2005,Mob,,,,,,
Ratchet & Clank: Size Matters,,,Sony Computer Entertainment,2009,PSN,,,,,,
Rate My Avatar,,,Microsoft,2009,XBL,,,,,,
Rats!,,,Take-Two Interactive,1998,GB,,,,,,
Raven's Cry,,,TopWare Interactive,2014,X360,,,,,,
Raven's Cry,,,TopWare Interactive,2014,OSX,,,,,,
Raven's Cry,,,TopWare Interactive,2014,Linux,,,,,,
Raven's Cry,,,TopWare Interactive,2014,XOne,,,,,,
Ravenloft: Stone Prophet,,,SSI,1995,PC,,,,,,
Ravenloft: Strahd's Possession,,,SSI,1994,PC,,,,,,
Ravensword: Shadowlands,,,Crescent Moon Games,2013,And,,,,,,
Ravensword: Shadowlands,,,Crescent Moon Games,2013,Linux,,,,,,
Ravensword: Shadowlands,,,Crescent Moon Games,2013,OSX,,,,,,
Ravensword: Shadowlands,,,Crescent Moon Games,2013,PC,,,,,,
Ray Gigant,,,Acttil,2016,PC,,,,,,
Ray Tracers,,,Taito,2008,PSN,,,,,,
Ray's the Dead,,,Team 17,2014,PS4,,,,,,
Ray's the Dead,,,Team 17,2014,OSX,,,,,,
Ray's the Dead,,,Team 17,2014,PC,,,,,,
Ray-Thunder,,,Nichibutsu,1991,GB,,,,,,
RayCrisis: Series Termination,,,Taito,2008,PSN,,,,,,
Rayman,,,Ubisoft,1995,SAT,,,,,,
Rayman,,,Ubisoft,1996,PC,,,,,,7.4
Rayman,,,Ubisoft,1995,AJ,,,,,,
Rayman,,,Ubisoft,2000,GB,,,,,,9
Rayman,,,Sony Computer Entertainment,2008,PSN,,,,,,
Rayman,,,Ubisoft,2009,DSiW,,,,,,
Rayman 10th Anniversary,,,Ubisoft,2005,PS2,,,,,,
Rayman 10th Anniversary,,,Ubisoft,2005,GC,,,,,,
Rayman 10th Anniversary,,,Ubisoft,2005,PC,,,,,,
Rayman 2,,,Ubisoft,2001,GB,,,,,,
Rayman 2: Revolution,,,Unknown,,PSN,,,,,,
Rayman 2: The Great Escape,,,Ubisoft,2000,DC,,,,,,9.1
Rayman 2: The Great Escape,,,Sony Computer Entertainment,2008,PSN,,,,,,
Rayman 3,,,Gameloft,2003,NGage,,,,,,8
Rayman Fiesta Run,,,Ubisoft,2013,And,,,,,,
Rayman Forever,,,Ubisoft,1999,PC,,,,,,6.9
Rayman Raving Rabbids,,,Ubisoft,2006,PS2,,,,,,
Rayman Raving Rabbids,,,Ubisoft,2006,GBA,,,,,,
Rayman Raving Rabbids 2,,,Unknown,1970,PC,,,,,,
Rayman Trilogy,,,Unknown,,PS3,,,,,,
RayStorm,,,Taito,2008,PSN,,,,,,
RayStorm HD,,,Taito,2010,XBL,,,,,,
RayStorm HD,,,Unknown,,PSN,,,,,,
Raze's Hell,,,Majesco,2008,XBL,,,,,,
Razor Freestyle Scooter,,,Crave Entertainment,2001,DC,,,,,,6.3
Razor Freestyle Scooter,,,Crave Entertainment,2001,GB,,,,,,
Razor Freestyle Scooter,,,Crave Entertainment,2001,N64,,,,,,
Razor Global Domination Pro Tour,,,Renegade Kid,2016,XOne,,,,,,
Razor Global Domination Pro Tour,,,Renegade Kid,2016,PS4,,,,,,
Razor Global Domination Pro Tour,,,Renegade Kid,2016,WiiU,,,,,,
RBI Baseball '94,,,Tengen,1994,GG,,,,,,
RBR - Fading Memories,,,Microsoft,2009,XBL,,,,,,
RC Cars,,,1C Company,2003,PC,,,,,,
RC Helicopter: Remote Control Simulation,,,Agetec,2003,PS,,,,,,
RC Racing 360,,,Microsoft,2010,XBL,,,,,,
RC Revenge,,,Acclaim Entertainment,2000,PS,,,,,,
RC Toy Machines,,,Phoenix Games,2004,PS2,,,,,,
RC-AirSim,,,Microsoft,2009,XBL,,,,,,
RDF Global Conflict,,,Absolute Entertainment,1994,SCD,,,,,,
Re-Mission,,,Unknown,,PC,,,,,,
Re-Volt,,,Acclaim Entertainment,1999,DC,,,,,,7.7
Re-Volt,,,Acclaim Entertainment,1999,PC,,,,,,
RE-VOLT 2 : MULTIPLAYER,,,XWego,2014,And,,,,,,
Reach for the Skies,,,Virgin Interactive,1993,PC,,,,,,
Reach for the Stars,,,Strategic Studies Group,2000,PC,,,,,,
Reach for the Stars (1986),,,Strategic Studies Group,1986,PC,,,,,,
Reach Mahjong,,,Pony Canyon,2000,PS,,,,,,
Reader Rabbit,,,The Learning Company,1989,PC,,,,,,
Reader Rabbit 2,,,The Learning Company,1993,PC,,,,,,
Reader Rabbit 3,,,The Learning Company,1993,PC,,,,,,
Reader Rabbit Kindergarten,,,Unknown,,PC,,,,,,
Reader Rabbit Math,,,Unknown,,DS,,,,,,
Reader Rabbit Personalized 2nd Grade,,,Unknown,1998,PC,,,,,,
Reader Rabbit's 1st Grade,,,Unknown,1997,PC,,,,,,
Ready 2 Rumble Boxing,,,Midway Games,1999,DC,,,,,,8.3
Ready 2 Rumble Boxing,,,Midway Games,1999,GB,,,,,,6
Ready 2 Rumble Boxing: Round 2,,,Midway Games,2000,DC,,,,,,
Ready to Run,,,Beatshapers,2014,PS4,,,,,,
"Ready, Set... Brazil",,,Unknown,2014,And,,,,,,
Real Bout Fatal Fury,,,SNK,1996,NG,,,,,,
Real Bout Fatal Fury,,,Sony Computer Entertainment,1997,PS,,,,,,
Real Bout Fatal Fury,,,SNK Playmore,2007,PSN,,,,,,
Real Bout Fatal Fury (CD),,,SNK,1996,NG,,,,,,
Real Bout Fatal Fury 2: The Newcomers,,,SNK,1998,NG,,,,,,
Real Bout Fatal Fury Special,,,SNK,1997,NG,,,,,,
Real Bout Fatal Fury Special (CD),,,SNK,1997,NG,,,,,,
Real Bout Garou Densetsu 2: The Newcomers (CD),,,SNK,1998,NG,,,,,,
Real Bout Garou Densetsu Special,,,SNK,1997,SAT,,,,,,
Real Bout Garou Densetsu Special: Dominated Mind,,,SNK Playmore,2007,PSN,,,,,,
Real Bout Garou Densetsu: Best Collection,,,SNK,1998,SAT,,,,,,
Real Boxing,,,Vivid Games,2013,PSV,,,,,,
Real Boxing,,,Vivid Games,2013,And,,,,,,
Real Boxing,,,Vivid Games,2014,OSX,,,,,,
Real Crimes: Jack the Ripper,,,Virtual Playground,2010,DSiW,,,,,,
Real Crimes: The Unicorn Killer,,,Unknown,2009,PC,,,,,,
Real Horror Stories,,,Strategy First,2014,PC,,,,,,
Real Kanojo,,,Illusion Soft,2010,PC,,,,,,
Real Madrid: The Game,,,Virgin Play,2009,PC,,,,,,
Real Madrid: The Game,,,Virgin Play,2009,DS,,,,,,
Real Madrid: The Game,,,Virgin Play,2009,PS2,,,,,,
Real Madrid: The Game,,,Virgin Play,2009,PSP,,,,,,
Real Madrid: The Game,,,Virgin Play,2009,PSN,,,,,,
Real Myst,,,Mattel Interactive,2000,PC,,,,,,
Real Pinball,,,Panasonic Interactive Media,1994,3DO,,,,,,
Real Pool,,,GT Interactive,1998,PC,,,,,,
Real Racing 3,,,Electronic Arts,2013,And,,,,,,
Real Rode Portable,,,Kadokawa Shoten,2010,PSP,,,,,,
Real Soccer 2009,,,Gameloft,2009,DSiW,,,,,,
Real Soccer 2010,,,Gameloft,2010,DSiW,,,,,,
Real Sound: Kaze no Regret,,,Warp,1999,DC,,,,,,
Real Steel,,,Yuke's,2011,PSN,,,,,,
Real Steel,,,Yuke's,2011,XBL,,,,,,
Real Steel,,,Reliance Big Entertainment UK Private Ltd,2011,And,,,,,,
Real World Golf,,,In2Games,2006,PC,,,,,,
RealFlight,,,Hobbico,2007,PC,,,,,,
Really? Really!,,,Navel,2006,PC,,,,,,
Realm,,,Titus,1996,SNES,,,,,,
Realm of the Mad God,,,Kabam,2012,OSX,,,,,,
Realm of the Mad God,,,Kabam,2012,PC,,,,,,
Realm of the Mad God,,,Miniclip SA,2011,PC,,,,,,
Realms,,,Virgin Interactive,1991,PC,,,,,,
Realms of Arkania Vol. 2: Star Trail,,,Sirtech,1994,PC,,,,,,
Realms of Arkania: Blade of Destiny,,,Sirtech,1993,PC,,,,,,
Rebuzzle,,,Active Data Online Pty Ltd,2014,And,,,,,,
Realms of Illusion,,,The Adventure Company,2005,PC,,,,,,
Realms of the Haunting,,,Interplay,1997,PC,,,,,,
RealSports Baseball,,,Atari,1988,7800,,,,,,
RealSports Baseball,,,Atari,1983,5200,,,,,,
RealSports Basketball,,,CGE Services Corporation,2002,2600,,,,,,
RealSports Football,,,Midway Games,1983,5200,,,,,,
Recca no Honoo,,,Konami,2001,GBA,,,,,,
Recettear: An Item Shop's Tale,,,Carpe Fulgur,2010,PC,,,,,,8.3
Reco Love: Gold Beach,,,Kadokawa Games,2016,PSV,,,,,,
Record of Agarest War,,,Aksys Games,2011,XBL,,,,,,7
Record of Agarest War,,,Aksys Games,2010,PSN,,,,,,7
Record of Lodoss War,,,Conspiracy Entertainment,2001,DC,,,,,,7.8
RealSports Soccer,,,Atari,1983,2600,,,,,,
RealSports Soccer,,,Midway Games,1983,5200,,,,,,
RealSports Tennis,,,Atari,1983,5200,,,,,,
Reaper  Tale of a Pale Swordsman,,,Hexage.net,2013,OSX,,,,,,
Reaper  Tale of a Pale Swordsman,,,Hexage.net,2013,And,,,,,,
Reaper  Tale of a Pale Swordsman,,,Hexage.net,2013,Ouya,,,,,,
Record of Lodoss War,,,Hudson Soft,1992,PCE,,,,,,
Record of Lodoss War,,,Kadokawa Shoten,1995,SNES,,,,,,
Record of Lodoss War II,,,Hudson Soft,1994,PCE,,,,,,
Record of Lodoss War: Eiyuu Kishiden GB,,,Tomy Corporation,1998,GB,,,,,,
Record Run,,,Harmonix Music Systems,2014,And,,,,,,
ReCore,,,Microsoft Studios,2016,PC,,,,,,
Reaper  Tale of a Pale Swordsman,,,Hexage.net,2013,PC,,,,,,
Reaper  Tale of a Pale Swordsman,,,Hexage.net,2013,WinP,,,,,,
Rebel Galaxy,,,Double Damage Games,2016,PS4,,,,,,
Rebel Moon Rising,,,GT Interactive,1997,PC,,,,,,
Rebel Raiders: Operation Nighthawk,,,Kando Games,2006,PC,,,,,,
Rebellion Run: Dash or Capture,,,PlanetG,2014,PSV,,,,,,
Recruits,,,Commotion Interactive,2014,PC,,,,,,
RECYCLE,,,Rondomedia,2014,PC,,,,,,
Red Alarm,,,Nintendo,1995,VB,,,,,,
Red Alert 3: Commander's Challenge,,,Electronic Arts,2009,XBL,,,,,,
Red Alert 3: Commander's Challenge,,,Electronic Arts,2009,PSN,,,,,,
Red Arrows,,,Unknown,,PC,,,,,,
Rebirth,,,Pink Pineapple,2000,PC,,,,,,
Rebirth Moon,,,Idea Factory,2005,PS2,,,,,,
Rebirth of Honor,,,Tri Synergy,2005,PC,,,,,,
Rebound,,,Microsoft,2009,XBL,,,,,,
Rebound Roy,,,Halfbrick Studios,2014,PC,,,,,,
Red Ball Hero 2,,,Unknown,,GIZ,,,,,,
Red Baron,,,Sierra Entertainment,1990,PC,,,,,,
Red Baron,,,Davilex,2005,PS2,,,,,,
Red Baron 3D,,,Sierra Entertainment,1998,PC,,,,,,
Red Baron Arcade,,,Sierra Entertainment,2009,PSN,,,,,,
Red Baron II,,,Sierra Entertainment,1997,PC,,,,,,
Rebuild of Evangelion: Sound Impact,,,Unknown,,PSP,,,,,,
Red Baron Pack,,,Dynamix,1998,PC,,,,,,
Red Bull X-Fighters,,,Xendex,2010,PSN,,,,,,
Red Bull X-Fighters World Tour,,,Unknown,,XBL,,,,,,
Red Bull X-Fighters World Tour,,,Unknown,,PC,,,,,,
Red Dead Redemption,,,Rockstar Games,2010,XBL,,,,,,
Red Dead Redemption,,,Unknown,,PSN,,,,,,
Red Dead Redemption: Legends & Killers,,,Rockstar Games,2010,XBL,,,,,,
Red Dead Redemption: Legends & Killers,,,Rockstar Games,2010,PSN,,,,,,
Red Dead Redemption: Liars & Cheats,,,Rockstar Games,2010,PSN,,,,,,
Red Dead Redemption: Liars & Cheats,,,Rockstar Games,2010,XBL,,,,,,
Red Dead Redemption: Outlaws to the End,,,Rockstar Games,2010,PSN,,,,,,
Red Dead Redemption: Outlaws to the End,,,Rockstar Games,2010,XBL,,,,,,
Red Dead Redemption: Undead Nightmare,,,Rockstar Games,2010,PSN,,,,,,
Red Dead Redemption: Undead Nightmare,,,Rockstar Games,2010,XBL,,,,,,
Red Dog: Superior Firepower,,,Crave Entertainment,2000,DC,,,,,,6.8
Red Faction,,,THQ,2003,NGage,,,,,,5.4
Red Faction: Armageddon,,,THQ,2011,PSN,,,,,,
Red Faction: Armageddon - Path to War,,,THQ,2011,PC,,,,,,
Red Faction: Armageddon - Path to War,,,THQ,2011,PSN,,,,,,
Red Faction: Armageddon - Path to War,,,THQ,2011,XBL,,,,,,
Red Faction: Battlegrounds,,,THQ,2011,PSN,,,,,,4.9
Red Faction: Battlegrounds,,,THQ,2011,XBL,,,,,,5.4
Red Faction: Guerrilla,,,THQ,2009,PC,,,,,,
Red Faction: Guerrilla,,,THQ,2010,PSN,,,,,,
Red Fireball - Gravity Game,,,Big Fish Games,2013,OSX,,,,,,
Red Fireball - Gravity Game,,,Big Fish Games,2013,PC,,,,,,
Red Frontier,,,Unknown,,PC,,,,,,
Red Goddess,,,Unknown,2015,Linux,,,,,,
Red Goddess,,,Unknown,2015,OSX,,,,,,
Red Goddess,,,Yanim Studio,2018,XOne,,,,,,
Red Goddess,,,Yanim Studio,2018,WiiU,,,,,,
Red Goddess,,,Yanim Studio,2018,PSV,,,,,,
Red Goddess: Inner World,,,Yanim Studio,2015,PS4,,,,,,
Red Goddess: Inner World,,,Yanim Studio,2015,PC,,,,,,
Red Johnson's Chronicles: Episode 1,,,Lexis Numerique,2011,PSN,,,,,,7.3
Red Moon,,,Unknown,,PC,,,,,,
Red Ocean,,,Anaconda,2007,PC,,,,,,
Red Steel 3,,,Unknown,,Wii,,,,,,
Red Zone,,,Time Warner Interactive,1994,GEN,,,,,,
Redd: The Lost Temple,,,Microsoft,2011,XBL,,,,,,7
Redline F-1 Racer,,,Absolute Entertainment,1993,SNES,,,,,,
Redneck Racers,,,Unknown,2010,PC,,,,,,
Redneck Rampage,,,Interplay,1997,PC,,,,,,
Redneck Rampage Rides Again,,,Interplay,1998,PC,,,,,,
Redneck Rampage: Family Reunion,,,Interplay,1998,PC,,,,,,
Redneck Rampage: Suckin' Grits On Route 66,,,Interplay,1998,PC,,,,,,
Redout,,,Nicalis,2018,NS,,,,,,
Redux: Dark Matters,,,HuCast,2015,PC,,,,,,
Redux: Dark Matters,,,HuCast,2014,DC,,,,,,
Reef Aquarium,,,Biart Design Studio,2010,PSN,,,,,,
Reef Rave,,,Microsoft,2009,XBL,,,,,,
Reel Deal Card Games '09,,,Phantom EFX,2008,PC,,,,,,
Reel Deal Casino: Millionaire's Club,,,Phantom EFX,2008,PC,,,,,,
Reel Deal Slots American Adventure,,,Unknown,,PC,,,,,,
Reel Deal Slots: Blackbeard's Revenge,,,Phantom EFX,2008,PC,,,,,,
Reel Fishing,,,Sony Computer Entertainment,2009,PSN,,,,,,
Reel Fishing Challenge,,,Natsume,2009,WW,,,,,,
Reel Fishing Challenge II,,,Natsume,2010,WW,,,,,,
Reel Fishing II,,,Sony Computer Entertainment,2011,PSN,,,,,,
Reel Fishing Wild,,,Natsume,2001,DC,,,,,,5.9
Reel Fishing: Master's Challenge,,,Natsume,2015,PSV,,,,,,
Reflex,,,Kiss,1993,PC,,,,,,
Reflex Check - Balloon Destroyer,,,Unknown,2015,PC,,,,,,
Reflex Tester,,,Unknown,2014,OSX,,,,,,
Reflex Tester,,,Unknown,2014,PC,,,,,,
Reflex Turbo 3,,,Microsoft,2009,XBL,,,,,,
Reflex!,,,Screen 7,2014,PC,,,,,,
Reflexes - (Reaction),,,Secret Exit Ltd.,2014,OSX,,,,,,
Reflexes - (Reaction),,,Secret Exit Ltd.,2014,PC,,,,,,
Reflexes test,,,Unknown,2014,PC,,,,,,
Reflexic,,,Unknown,2009,OSX,,,,,,
Reflexic,,,Unknown,2009,PC,,,,,,
Reflexic,,,Unknown,2009,Linux,,,,,,
Reflexions,,,Tripwire Interactive,2011,Linux,,,,,,
Reflexions,,,Tripwire Interactive,2011,OSX,,,,,,
Reflexions,,,Tripwire Interactive,2011,PC,,,,,,
ReflexOn,,,Cartoon Network,2014,PC,,,,,,
Reflexon - Reaction Game With Multiplayer!,,,Buka Entertainment,2008,PC,,,,,,
Refrain Love,,,Riverhillsoft,1997,PS,,,,,,
Reggie Jackson Baseball,,,Sega,1988,MS,,,,,,
Reign Of Kings,,,CodeHatch,2015,PC,,,,,,
Reign of Summoners 2014,,,Unknown,,And,,,,,,
ReignMaker,,,"MobCrete, Inc.",2014,OSX,,,,,,
ReignMaker,,,"MobCrete, Inc.",2014,PC,,,,,,
Reijou Tantei: Office Love Jiken,,,D3 Publisher,2007,PS2,,,,,,
Rejoice: Aretha Oukoku no Kanata,,,Yanoman,1995,SNES,,,,,,
Rekiken DS,,,Rocket Company,2008,DS,,,,,,
Rekishi Gunsou Presents: Monoshiri Sengoku Ou,,,Global A Entertainment,2007,DS,,,,,,
Rekishi Taisen Gettenka: Tenkaichi Battle Royale,,,Sega,2010,DS,,,,,,
Relativity,,,Microsoft,2010,XBL,,,,,,
Relaxuma * Rhythm: Mattari Kibun de Da Run Run Run,,,Rocket Company,2009,DS,,,,,,
Relaxuma na Mainichi,,,Imagineer,2005,GBA,,,,,,
Relaxuma: Ojama Shitemasu 2 Shuukan,,,Interchannel,2005,PS2,,,,,,
Relentless: Twinsen's Adventure,,,Electronic Arts,1994,PC,,,,,,
Relic Hunters Zero,,,Rogue Snail,2015,PC,,,,,,
Relic Raider,,,Microsoft,2009,XBL,,,,,,
Relief Pitcher,,,Left Field Productions,1994,SNES,,,,,,
Reloaded,,,Sony Computer Entertainment,2011,PSN,,,,,,
Remember - Hardcore Memory Game,,,Neko Entertainment,2014,PC,,,,,,
Remember11 〜 the age of infinity 〜,,,KID,2004,PS2,,,,,,
Remember11 〜 the age of infinity 〜,,,CyberFront,2009,PSN,,,,,,
Remindelight,,,Taito,2006,DS,,,,,,
Remnant,,,Songbird Productions,2000,Lynx,,,,,,
Remote Assault,,,Shrapnel Games,2001,PC,,,,,,
Remote Control,,,Hi Tech Expressions,1990,NES,,,,,,
Remote Masseuse,,,Microsoft,2009,XBL,,,,,,
Remote Racers,,,Qubic Games,2011,DSiW,,,,,,
Renai 0 Kilometer,,,Unknown,2011,PC,,,,,,
Renai Chu! Happy Perfect,,,GN Software,2003,DC,,,,,,
Renai Katei Kyoushi Rurumi * Coordinate!,,,Unknown,2011,PC,,,,,,
Renegade,,,Aksys Games,2008,VC,,,,,,
Renegade,,,Sega,1993,MS,,,,,,
Renegade,,,Taito,1988,NES,,,,,,
Renegade,,,Arc System Works,2014,WiiU,,,,,,
Renegade,,,Arc System Works,2014,3DS,,,,,,
Renegade Ops,,,Sega,2011,PSN,,,,,,8.4
Renegade Ops,,,Sega,2011,XBL,,,,,,10
Renegade Ops,,,Sega,2011,PC,,,,,,7.5
Rengoku II: The Stairway to H.E.A.V.E.N.,,,Hudson Soft,2010,PSN,,,,,,
Rengoku: The End of the Century,,,Unknown,,PS3,,,,,,
Rengoku: The Tower of Purgatory,,,Hudson Soft,2010,PSN,,,,,,
Renjuku Kanji Chuugakusei,,,IE Institute,2010,DSiW,,,,,,
Renjuku Kanji Shougaku 1 Nensei,,,IE Institute,2009,DSiW,,,,,,
Renjuku Kanji Shougaku 2 Nensei,,,IE Institute,2010,DSiW,,,,,,
Renjuku Kanji Shougaku 3 Nensei,,,IE Institute,2010,DSiW,,,,,,
Renjuku Kanji Shougaku 4 Nensei,,,IE Institute,2010,DSiW,,,,,,
Renjuku Kanji Shougaku 5 Nensei,,,IE Institute,2010,DSiW,,,,,,
Renjuku Kanji Shougaku 6 Nensei,,,IE Institute,2010,DSiW,,,,,,
Rent A Hero,,,Sega,1991,GEN,,,,,,
Rent A Hero,,,Sega,2007,VC,,,,,,
Rent A Hero,,,SouthPeak Interactive,2000,PC,,,,,,
Rent A Hero No.1,,,Sega,2000,DC,,,,,,8.2
Rent A Hero No.1,,,Unknown,,XB,,,,,,
"Rentou Ranma: Watashi ga, Anata o, Mamoru kara!!!",,,Abel,2010,PC,,,,,,
Repixland,,,Microsoft,2011,XBL,,,,,,
Republic: The Revolution,,,Eidos Interactive,2003,PC,,,,,,
Republique,,,GungHo Online Entertainment,2015,OSX,,,,,,
Republique,,,GungHo Online Entertainment,2015,PC,,,,,,
Requiem Hurts,,,Illusion,2001,PC,,,,,,
Requiem of Hell,,,Nokia,2004,NGage,,,,,,5.8
Requiem: Avenging Angel,,,3DO,1999,PC,,,,,,
Res Arcana Diana Ray: Uranai no Meikyu,,,Coconuts Japan,1995,SNES,,,,,,
Rescue 24 Hours,,,Unknown,1997,PS,,,,,,
Rescue 24 Hours,,,GungHo,2011,PSN,,,,,,
Rescue Dog,,,Unknown,2014,PC,,,,,,
Rescue Dove,,,TransGaming,2014,PC,,,,,,
Rescue Dove,,,UFO Interactive,2015,PS3,,,,,,
Rescue Dove,,,UFO Interactive,2013,X360,,,,,,
Rescue Heroes: Fire Frenzy,,,Mattel Interactive,2001,GB,,,,,,
Rescue Mission,,,Sega,1988,MS,,,,,,
Rescue of Princess Blobette,,,Absolute Entertainment,1991,GB,,,,,,
Rescue on Fractalus,,,Atari,1984,5200,,,,,,
Rescue Shot,,,Namco,2000,PS,,,,,,
Rescue Terra I,,,Unknown,1982,2600,,,,,,
Rescue: The Embassy Mission,,,Kemco,1990,NES,,,,,,
Reservoir Dogs,,,Eidos Interactive,2006,XB,,,,,,5
Reservoir Dogs,,,Eidos Interactive,2006,PS2,,,,,,5.4
Resident Evil,,,Virgin Interactive,1997,PC,,,,,,7.2
Resident Evil,,,Capcom,2006,DS,,,,,,
Resident Evil (Remake),,,Capcom,2014,PS3,,,,,,
Resident Evil 2,,,Capcom,2000,DC,,,,,,7.9
Resident Evil 2,,,Capcom,1999,PC,,,,,,6.9
Resident Evil 2,,,Sony Computer Entertainment,2009,PSN,,,,,,
Resident Evil 3: Nemesis,,,Capcom,2000,DC,,,,,,8.4
Resident Evil 3: Nemesis,,,Sony Computer Entertainment,2009,PSN,,,,,,
Resident Evil 4,,,Capcom,2011,X360,,,,,,
Resident Evil 4,,,Capcom,2011,PS3,,,,,,
Resident Evil 4,,,Capcom,2009,S32X,,,,,,
Resident Evil 4 HD,,,Capcom,2011,PSN,,,,,,8.4
Resident Evil 4 HD,,,Capcom,2011,XBL,,,,,,8.4
Resident Evil 5,,,Capcom,2010,XBL,,,,,,
Resident Evil 5: Desperate Escape,,,Capcom,2010,PSN,,,,,,
Resident Evil 5: Desperate Escape,,,Capcom,2010,XBL,,,,,,
Resident Evil 5: Gold Edition,,,Capcom,2011,PSN,,,,,,
Resident Evil 5: Lost in Nightmares,,,Capcom,2010,PSN,,,,,,
Resident Evil 5: Lost in Nightmares,,,Capcom,2010,XBL,,,,,,
Resident Evil Gaiden,,,Capcom,2002,GB,,,,,,5.4
Resident Evil Zero,,,Capcom,2016,X360,,,,,,
Resident Evil: 10th Anniversary Collection,,,Capcom,2006,GC,,,,,,
Resident Evil: Code Veronica X HD,,,Capcom,2011,PSN,,,,,,
Resident Evil: Code Veronica X HD,,,Capcom,2011,XBL,,,,,,8.5
Resident Evil: Survivor 2 - Code: Veronica,,,Capcom,2002,PS2,,,,,,4.2
Resident Evil: The Essentials,,,Capcom,2007,PS2,,,,,,
Resident Evil: The Umbrella Chronicles,,,Capcom,2012,PS3,,,,,,
Residue: Final Cut,,,Unknown,2014,PC,,,,,,
Resistance: Retribution,,,Sony Computer Entertainment,2009,PSN,,,,,,
RESOGUN,,,Sony Computer Entertainment,2013,PS4,,,,,,8.4
RESOGUN,,,Sony Computer Entertainment,2014,PS3,,,,,,
RESOGUN,,,Sony Computer Entertainment,2014,PSV,,,,,,
Restaurant Story,,,TeamLava,2010,And,,,,,,
Restricted Area,,,Whiptail Interactive,2005,PC,,,,,,
Resurrection: Rise 2,,,Acclaim Entertainment,1996,SAT,,,,,,
